Attr,TotalWorkingYears,Ovt,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,dfh,Age,MonthlyIncome,EnvironmentSatisfaction,NumCompaniesWorked
0,24,0,20,6,17,28,44,16328,4,3
0,10,0,10,9,8,28,35,3407,2,1
0,5,0,5,4,3,6,26,2368,3,1
0,16,0,5,2,2,7,37,13664,1,2
0,10,0,9,7,4,3,36,7644,1,4
0,6,1,5,3,4,8,25,4907,1,0
0,1,0,1,0,1,19,37,2269,1,1
1,18,0,17,13,14,16,36,2743,3,1
0,24,1,20,8,9,2,42,10124,4,2
0,30,0,10,7,1,10,34,11103,2,7
1,6,0,6,2,4,1,29,3445,4,2
0,1,0,1,0,0,11,49,1052,3,1
1,1,0,1,0,0,12,21,2716,4,9
0,10,0,9,7,0,26,25,5363,3,0
0,12,1,11,9,7,1,30,3579,4,0
0,1,0,1,0,0,7,34,2972,1,1
1,10,0,10,9,2,2,26,6118,2,1
0,3,0,3,0,2,1,35,2450,4,1
1,5,0,4,2,0,24,56,2587,1,1
1,20,1,3,2,0,28,50,10854,4,8
0,18,0,3,2,2,28,43,4739,2,4
0,34,0,33,18,9,1,52,19999,3,1
0,4,0,1,0,0,2,42,4841,3,4
0,32,0,5,4,3,1,50,17399,4,1
0,6,1,5,4,3,21,42,2168,3,0
0,10,0,10,8,0,17,33,17444,4,1
0,15,1,3,2,2,7,34,9071,3,2
0,10,0,10,5,7,2,44,2011,1,1
0,27,0,4,2,2,1,60,16413,4,3
0,24,1,5,3,2,25,52,13247,3,1
0,5,0,5,2,3,28,40,4189,4,1
0,2,0,2,2,2,2,40,2760,4,1
0,8,0,6,5,3,1,37,6447,2,1
0,17,1,8,7,7,18,55,6385,3,3
0,8,0,7,7,7,2,52,6146,1,4
0,19,0,10,8,1,25,38,12061,1,3
1,6,1,5,2,3,1,37,4821,2,2
0,2,0,1,0,0,1,34,2956,4,0
1,28,1,22,2,13,1,32,13770,2,4
0,9,0,2,2,0,4,45,6410,2,3
0,8,0,1,0,0,1,40,2406,1,1
0,5,0,3,0,2,1,32,2332,3,6
0,4,1,3,2,2,7,31,3506,3,3
0,7,0,3,2,2,9,28,3229,3,1
0,11,0,8,7,1,9,47,4335,3,4
0,10,0,10,2,7,3,29,11935,2,1
0,8,0,8,2,7,10,34,5063,4,0
0,8,0,4,3,3,26,28,3408,2,1
0,7,0,1,0,0,3,36,2835,1,1
0,26,0,11,4,8,4,46,18789,4,2
0,7,0,7,5,7,9,28,5253,2,1
1,12,1,0,0,0,24,53,6877,3,5
0,6,0,3,2,2,7,46,4400,3,9
1,3,1,3,2,2,1,31,2302,4,8
0,11,1,11,9,10,7,31,7143,3,1
1,9,1,8,7,7,14,29,7553,3,0
1,5,1,5,4,3,5,30,4162,4,1
0,18,0,1,0,0,10,38,9824,3,3
0,33,0,29,8,10,7,60,19566,1,1
0,10,0,8,3,7,6,38,5321,1,2
0,10,0,10,9,9,8,22,8943,2,1
0,26,0,7,7,7,7,53,18606,4,1
1,1,0,1,0,0,24,29,1091,3,1
0,8,0,1,0,0,1,40,2406,1,8
0,10,0,7,7,7,27,28,5377,4,2
0,7,0,0,0,0,2,40,5121,2,1
0,34,0,1,0,0,2,55,19038,4,8
0,15,1,15,14,12,1,33,13458,1,1
0,25,0,1,0,0,7,56,9724,1,2
0,7,0,7,7,7,20,27,9981,4,1
0,19,0,1,0,0,15,29,2086,1,3
0,8,1,1,0,1,29,42,5916,1,3
1,1,1,1,0,0,5,33,2851,4,1
0,19,0,2,2,2,10,33,4240,3,2
0,4,0,3,2,2,5,40,4465,1,5
0,9,1,9,8,8,23,45,3633,4,1
0,25,0,4,2,3,15,46,19081,4,2
0,7,0,24,15,15,14,55,2479,3,2
0,22,1,21,9,14,26,40,13758,3,8
0,10,0,10,8,2,20,31,4197,2,1
0,4,0,3,2,2,4,43,4227,3,1
0,10,0,8,7,7,10,34,6929,2,4
0,6,1,5,4,4,2,35,4930,1,0
1,3,0,1,0,0,2,31,2785,3,8
0,10,0,9,7,8,1,38,7625,2,0
0,6,0,6,3,3,1,37,9525,3,1
0,6,0,4,3,2,5,33,2231,1,6
0,8,0,8,7,7,28,29,5296,2,1
0,10,0,7,6,7,1,46,3423,4,0
1,3,1,1,0,0,4,30,2285,3,9
0,16,1,4,2,2,5,46,5021,2,8
0,21,0,20,7,9,14,40,19626,3,1
0,10,0,7,7,7,2,32,5055,1,7
0,11,0,7,6,6,2,44,8237,4,4
0,8,1,5,4,3,4,47,6397,2,5
1,3,0,3,2,2,9,23,4621,3,1
0,8,0,2,2,2,3,38,2821,3,2
0,19,0,18,10,7,7,31,9613,2,0
0,32,1,9,8,5,2,36,19701,3,3
1,10,0,10,7,5,3,25,7978,3,1
0,10,0,8,0,7,3,36,2693,4,4
1,6,1,4,2,3,24,28,2028,3,1
0,10,0,9,7,8,23,38,9526,4,1
1,5,1,5,3,3,25,35,4741,2,1
0,5,0,0,0,0,9,24,3485,1,1
1,2,1,1,0,0,9,36,3388,4,0
0,19,0,1,0,0,1,18,3780,1,7
0,9,0,5,4,3,9,39,6782,3,9
0,4,0,3,2,2,9,29,4374,4,0
0,12,0,11,7,7,4,35,2564,2,0
0,10,0,8,2,6,8,31,2367,4,3
0,10,0,9,8,7,14,38,9924,3,7
0,10,0,10,7,7,4,26,8392,2,5
0,0,0,0,0,0,3,27,1706,4,1
1,6,0,4,2,2,8,23,2580,4,3
0,15,0,0,0,0,29,48,12504,1,1
0,19,0,13,11,9,1,38,4735,4,2
0,6,0,5,3,4,19,29,5561,4,7
1,1,1,1,0,0,6,20,2926,3,1
0,6,0,5,2,3,1,35,3904,3,2
0,26,0,11,4,8,4,46,18789,4,1
1,1,0,1,0,0,8,31,1261,1,3
0,6,0,6,0,2,26,47,5561,2,1
0,32,1,30,8,13,7,34,11245,4,2
1,1,0,1,0,0,13,28,1416,3,1
1,4,0,2,2,2,4,22,3894,3,5
0,6,0,2,2,2,26,46,7991,2,7
0,10,0,10,9,9,17,29,7988,2,0
0,2,0,2,2,1,14,51,2288,1,1
0,6,0,5,2,2,3,36,8346,4,1
0,21,1,21,7,7,6,40,16437,3,1
0,4,1,4,2,2,5,22,2328,4,1
0,9,1,4,2,1,2,46,8103,4,3
0,7,0,1,0,0,1,44,2177,1,2
0,24,1,2,1,2,2,41,19328,4,7
0,4,0,4,2,2,16,43,4908,3,1
0,8,0,8,7,7,2,24,6712,4,1
0,32,0,32,5,7,3,50,18200,1,1
0,11.26224282,0,5,4,4,9,32,4323,3,0
0,9,0,9,7,0,9,50,5257,2,1
0,23,0,13,12,8,2,38,7484,1,3
0,10,0,8,7,7,29,34,5429,2,1
1,10,0,8,3,7,7,29,5321,4,2
1,6,0,6,5,3,10,46,4381,3,1
0,10,0,10,3,4,3,27,6578,3,5
1,1,1,1,0,0,8,22,2398,3,1
0,10,1,1,0,0,16,30,7861,2,1
0,6,0,2,2,0,1,27,4298,3,1
0,16,1,15,10,11,25,30,5747,4,1
0,10,0,9,7,7,8,55,7655,3,0
0,2,1,2,2,2,1,35,2070,3,2
0,3,1,1,1,0,9,40,3617,4,3
0,23,0,13,12,1,3,46,16606,3,1
0,20,0,20,7,10,9,20,4553,3,0
0,28,1,5,4,4,4,44,7969,2,1
0,3,0,2,2,1,10,24,2145,1,0
0,12,0,12,8,7,1,30,3748,4,1
0,8,0,5,1,4,2,49,4507,4,4
0,14,0,13,8,12,1,47,11957,3,0
0,8,0,5,2,4,13,36,2143,3,4
0,16,0,15,11,11,20,49,6567,3,1
0,9,1,9,7,8,14,27,2235,1,3
0,16,0,8,7,7,14,47,5467,3,3
0,10,1,4,0,3,18,35,9884,1,2
0,10,1,3,2,2,28,29,6294,4,8
0,10,0,5,2,3,4,44,5933,4,0
0,7,1,7,7,7,1,49,6834,4,4
0,9,0,5,2,4,2,46,3708,2,2
0,10,0,5,2,3,7,44,5332,4,7
0,5,0,4,3,1,21,37,3904,3,0
0,10,0,5,4,3,14,42,6244,3,7
1,25,0,24,0,7,1,28,19202,1,1
0,5,0,5,2,4,1,27,3816,4,0
0,8,0,5,4,3,2,32,5715,2,7
0,8,0,7,7,6,2,32,3068,4,0
0,8,0,8,7,7,28,29,5296,2,8
0,2,0,2,2,2,2,20,2783,3,8
1,30,0,15,7,12,13,36,7525,3,2
0,8,0,3,2,2,19,29,4262,4,1
0,6,0,5,3,4,19,29,5561,4,0
1,6,0,4,2,2,8,30,2180,3,0
0,5,0,5,4,3,6,26,2368,3,3
0,7,0,5,4,2,7,41,3294,4,5
0,14,0,7,1,7,7,54,6854,4,3
0,18,1,16,14,12,17,28,5410,3,9
1,4,0,3,2,2,1,24,4302,3,0
0,31,0,9,8,0,25,52,13826,3,1
0,8,1,8,7,1,1,35,2559,3,1
0,7,0,4,3,2,2,40,3377,3,4
0,14,0,10,8,6,3,44,3143,4,3
1,12,1,1,0,0,3,39,5238,4,4
0,4,1,4,3,2,5,27,2478,3,1
0,16,0,15,1,9,1,34,9725,2,0
1,10,0,9,0,8,1,29,5582,1,0
1,23,0,22,15,8,12,41,19545,2,2
0,20,0,20,16,6,1,42,4907,2,1
1,4,0,2,2,2,4,22,3894,4,1
0,23,0,12,9,9,1,35,17465,3,1
1,1,1,1,0,0,7,22,2472,4,1
0,4,0,3,0,2,23,34,2314,3,0
0,10,0,4,2,3,1,28,3280,3,2
0,4,0,1,0,0,10,37,4680,4,3
0,20,1,20,7,8,8,28,4081,3,3
0,4,0,3,2,2,9,29,3983,2,0
0,4,0,4,3,2,1,24,4617,2,0
0,8,1,8,5,2,6,37,2875,3,3
0,9,1,8,7,7,2,46,11416,3,1
0,35,1,5,2,4,3,41,10934,3,7
0,9,0,4,2,3,9,34,17924,4,1
0,16,1,16,7,7,2,48,10325,3,4
0,10,1,9,6,8,2,42,2593,4,1
0,11,0,8,2,7,13,33,4941,2,2
0,8,0,8,4,7,10,37,3936,2,3
0,2,0,2,1,2,1,37,2678,3,8
0,11,0,1,0,0,10,40,9705,1,2
0,15,1,15,14,7,8,45,4001,4,6
1,10,1,7,7,0,2,41,2778,2,4
1,18,1,10,0,7,4,51,2461,1,3
0,14,1,9,6,8,5,46,5772,1,5
0,6,0,5,3,3,6,29,2064,4,0
1,3,1,3,2,2,3,50,2683,1,1
0,3,1,0,0,0,8,53,2404,3,6
0,10,0,10,9,4,8,49,6323,4,1
0,1,0,1,0,0,9,54,2274,3,1
0,6,0,6,5,3,9,34,5714,2,1
0,17,1,3,0,0,2,36,9602,2,4
0,10,0,10,7,5,20,50,4385,4,1
0,16,0,1,0,0,23,42,15992,1,2
0,8,0,3,2,2,21,43,2258,4,7
0,13,0,12,9,8,29,42,4900,4,0
0,8,1,8,0,7,1,36,5605,1,4
1,9,0,4,3,3,2,58,2897,4,3
1,6,0,4,2,2,8,23,2580,4,3
0,7,0,6,5,4,1,46,4523,2,0
1,1,0,1,0,0,22,27,2863,1,0
0,16,1,15,10,11,22,34,5747,3,1
0,10,0,1,0,0,16,40,5094,1,6
0,16,0,5,2,2,7,37,13664,1,4
0,10,0,10,7,9,10,29,5770,4,1
0,8,0,7,7,5,6,49,4028,2,0
0,6,0,5,4,3,23,35,2705,2,0
0,18,1,1,0,0,3,31,6516,4,2
1,11,0,11,8,10,23,29,7336,4,1
0,14,1,10,7,2,5,29,5743,4,4
0,9,0,9,8,7,1,24,7654,3,1
0,17,0,7,7,7,27,36,5237,3,6
0,9,0,7,7,7,29,50,6261,1,3
0,7,0,7,7,7,23,35,2570,4,1
0,12,1,10,7,8,9,35,5415,1,1
0,18,1,5,4,2,9,45,10761,4,6
1,16,1,16,7,7,3,36,10325,3,1
0,1,0,1,1,0,8,27,2318,3,3
0,10,1,3,2,2,1,29,6294,4,0
0,9,1,8,7,7,24,39,9582,3,7
0,7,1,2,2,2,2,50,3722,4,1
0,0,0,0,0,0,5,18,1051,2,3
0,18,0,7,7,7,24,39,4108,1,7
0,7,0,7,6,0,1,38,2844,3,0
0,14,1,9,6,8,8,27,5772,1,4
1,10,0,5,1,3,16,33,6142,2,3
0,10,0,3,2,2,26,36,5347,1,6
0,10,0,10,8,7,6,41,9241,4,5
0,1,1,1,0,0,2,38,1702,4,1
0,3,1,1,0,0,26,32,2380,3,9
1,7,0,6,4,4,3,26,3102,3,0
0,28,1,22,11,10,10,28,10333,4,1
0,6,1,6,5,1,10,18,6833,1,0
0,17,0,17,11,8,6,35,6646,2,1
0,10,0,7,7,7,1,31,5055,2,2
1,7,1,2,2,2,15,35,5440,1,6
0,8,0,6,2,4,2,54,6347,2,1
0,4,1,4,2,3,26,22,2814,2,4
0,7,1,4,3,3,3,33,2277,4,3
0,13,0,8,7,2,3,36,2088,4,1
0,6,1,6,4,3,1,52,5744,1,4
0,3,0,2,2,1,10,24,2145,1,0
0,12,1,11,9,7,6,37,3579,3,0
0,10,0,9,7,4,3,36,7644,1,4
0,29,0,3,2,2,1,53,15972,4,6
1,10,1,7,7,7,1,28,2216,1,7
0,11,0,7,5,7,7,50,2514,3,4
0,36,0,7,3,7,19,54,19717,4,1
0,20,1,20,11,7,8,38,2133,4,3
0,5,0,3,2,2,8,27,3517,2,3
0,7,0,7,5,7,1,37,5993,1,1
0,9,0,9,8,7,24,40,3319,1,1
1,1,0,1,1,0,6,20,2501,3,1
0,10,1,4,0,3,18,35,9884,1,2
0,3,1,3,2,2,25,49,2659,2,1
0,8,0,4,2,2,22,55,3537,1,4
1,1,0,1,0,0,1,28,2596,1,1
1,20,0,20,7,13,3,18,5605,1,3
1,40,1,31,15,8,2,58,19246,4,1
1,7,1,0,0,0,2,37,2090,4,1
0,23,1,22,7,10,10,35,19049,4,0
1,12,1,11,10,9,10,21,11510,2,2
0,26,0,25,9,13,2,40,19190,3,1
0,3,0,3,0,2,1,58,2450,4,1
0,10,1,10,8,7,2,42,12185,1,1
1,5,0,5,3,2,23,39,4320,4,1
1,16,1,16,10,1,9,43,10388,3,1
0,10,0,10,7,1,25,33,4539,2,7
1,5,0,1,1,0,26,45,4286,1,2
0,6,1,5,4,4,2,35,4930,1,0
1,5,1,4,2,2,18,35,4614,4,0
0,24,0,4,2,2,1,29,19406,2,4
0,7,0,5,0,4,8,28,2238,1,1
0,28,0,10,4,6,4,50,19144,1,3
0,14,0,5,4,4,3,41,8938,3,4
0,8,0,7,7,5,26,40,8396,3,1
0,10,1,4,0,3,11,35,9884,3,0
0,28,1,8,3,7,2,34,18172,1,3
0,2,0,2,2,2,27,34,2376,3,1
0,8,1,5,2,4,2,32,6583,4,2
0,11,0,11,10,1,1,34,7918,1,4
1,10,0,3,2,2,3,44,2362,1,1
1,3,1,3,2,2,1,31,2302,4,8
0,8,0,2,2,1,4,46,5003,3,1
0,21,0,20,9,6,24,39,12031,2,0
1,1,0,1,0,0,9,36,5204,4,8
0,5,0,4,2,3,13,53,4450,4,1
0,9,0,7,7,7,29,50,6261,1,3
0,1,0,1,0,0,9,24,2694,3,1
0,32,0,7,0,6,3,35,19517,1,1
0,6,0,5,4,3,23,35,2705,2,1
0,21,0,1,0,0,5,42,18303,4,6
1,11,0,7,1,7,9,34,5346,4,1
1,1,1,1,0,0,24,25,1118,3,1
0,5,0,4,2,3,10,37,4450,1,1
0,6,0,2,2,2,3,34,6029,4,4
0,36,0,24,15,15,14,55,18722,3,2
0,1,1,1,0,1,3,54,2795,3,1
0,22,1,3,2,2,10,49,18665,3,2
0,2,0,2,2,2,10,43,2323,1,3
0,18,0,4,2,2,4,36,5131,4,7
1,22,1,21,9,14,12,42,13758,3,0
0,15,0,11,8,10,11,22,4444,4,1
0,21,0,7,7,0,6,56,13734,1,3
1,6,1,5,1,4,20,26,2148,4,0
0,6,0,5,2,4,8,32,3162,3,0
0,5,0,0,0,0,4,47,2976,2,8
0,7,0,0,0,0,8,34,5121,2,3
0,4,0,4,3,1,5,44,2451,3,1
1,2,0,1,0,0,18,31,2956,4,0
0,5,0,3,2,2,4,23,2819,1,3
0,10,0,7,0,7,10,44,5294,4,0
0,9,0,8,3,7,4,27,5661,2,0
0,10,0,1,0,0,11,24,8161,4,2
0,8,1,5,2,2,4,27,4522,2,0
0,6,0,3,2,2,4,34,6500,3,5
0,5,0,4,3,1,2,26,3904,1,2
0,7,0,6,5,4,1,46,4523,2,0
0,7,0,0,0,0,2,40,5121,2,1
0,8,0,5,3,2,20,31,2270,3,3
0,7,1,6,2,2,16,27,2991,4,0
0,27,0,5,2,0,26,47,19658,4,1
0,21,0,21,8,8,7,40,19833,2,1
0,5,0,4,2,2,1,25,4898,1,0
0,24,0,24,7,9,8,42,18430,2,1
0,1,1,1,1,1,3,27,2566,3,1
0,15,1,12,8,7,10,36,8321,4,0
0,20,0,1,0,1,5,44,10932,2,5
1,0,0,0,0,0,2,58,1420,2,1
0,8,0,2,2,2,3,38,2821,3,3
1,5,1,3,2,2,22,19,2800,3,6
0,10,0,5,4,3,28,41,3761,3,4
0,20,0,19,9,9,2,40,8823,3,0
0,5,0,4,3,2,16,38,3041,2,0
0,8,0,4,3,1,3,37,4107,4,3
0,9,1,4,2,3,10,44,6465,4,0
0,3,0,3,1,2,20,29,2157,3,9
0,7,0,7,7,3,4,52,2279,1,3
1,28,0,5,4,3,25,29,19161,4,2
0,5,0,5,4,3,1,57,4859,2,1
0,10,0,8,0,7,9,58,2258,3,1
0,9,0,6,5,3,29,45,3452,3,4
1,16,0,16,15,10,3,18,5208,1,3
0,4,1,4,3,2,14,37,3140,1,1
0,7,1,2,2,2,2,50,3722,4,1
0,24,0,22,17,7,29,38,17174,4,3
0,10,0,5,4,3,28,41,3761,3,9
1,8,1,5,4,4,14,33,2436,3,5
0,27,0,5,4,1,1,30,16885,3,2
0,22,0,4,1,0,2,31,17159,3,1
0,16,0,15,13,8,2,48,4440,4,0
0,14,1,9,6,8,8,27,5772,1,4
0,4,0,4,2,2,5,28,4908,1,1
0,5,0,0,0,0,6,45,4327,3,5
0,11,0,7,6,6,2,44,8237,4,2
0,8,0,7,7,5,9,37,8396,3,1
0,8,0,3,2,2,21,43,2258,4,7
1,8,1,6,4,0,23,29,6380,2,2
0,10,0,10,7,9,10,29,5770,4,1
1,1,0,1,0,0,9,36,1951,1,1
0,10,0,8,7,7,10,34,6929,2,4
0,10,1,5,2,4,10,35,6142,1,0
0,11,0,5,3,2,21,42,5265,3,2
0,10,1,3,2,2,1,29,6294,4,0
0,10,0,9,8,8,22,30,8412,3,0
0,11,0,1,0,0,1,44,4768,1,7
0,8,1,5,2,2,4,27,4522,2,0
0,10,1,3,2,2,28,29,6294,4,8
0,4,1,3,2,0,10,37,2696,2,0
1,10,0,10,8,7,1,30,9714,2,1
1,16,0,14,3,10,1,31,6230,2,4
0,6,0,5,0,2,8,33,7104,3,0
0,21,0,21,6,8,1,39,12742,4,1
1,10,1,10,2,8,25,35,2022,4,1
0,21,0,21,6,6,28,45,16704,4,1
0,8,0,8,6,7,29,28,6549,3,1
1,1,0,1,0,0,22,27,2863,1,0
0,5,1,2,2,0,7,31,4157,1,5
0,12,0,11,7,7,2,30,2564,3,1
0,30,0,4,3,3,2,50,17639,3,1
0,4,0,3,2,2,7,60,2422,3,0
0,12,0,1,0,0,1,30,4505,1,6
0,8,0,8,6,7,1,30,6549,4,1
0,15,0,13,11,7,8,35,7725,2,0
0,20,1,4,2,3,2,38,5405,2,2
1,5,1,5,4,2,8,23,3989,4,1
0,24,1,5,3,2,28,52,13247,4,1
0,7,0,1,0,0,2,48,2559,4,1
0,6,0,5,3,3,1,26,3955,1,1
0,6,1,6,5,2,1,33,5488,3,0
0,7,0,2,2,2,15,43,6804,4,3
0,24,0,20,6,17,28,44,16328,4,2
0,19,0,19,2,9,10,41,6151,3,1
0,15,1,12,8,7,10,36,8321,4,7
0,20,0,20,7,10,9,20,4553,3,0
1,10,1,4,2,3,7,40,2166,1,1
0,5,0,4,2,2,1,26,4898,1,1
1,4,0,2,2,2,17,27,3894,2,5
0,8,0,2,2,2,10,45,2654,1,3
1,19,0,10,8,1,3,36,12061,2,3
0,7,0,7,7,7,19,27,4066,4,1
0,19,0,18,7,13,7,32,6347,3,0
1,30,0,15,7,12,13,36,7525,3,2
0,21,1,5,0,2,8,55,14756,4,1
0,15,0,14,10,10,9,33,2781,1,3
0,16,0,13,9,12,18,36,9699,2,7
0,10,1,9,6,8,1,34,2593,1,0
0,7,0,7,7,3,9,27,2279,4,3
0,10,1,6,5,5,4,36,6582,2,4
0,8,1,8,7,5,1,41,4779,3,4
0,25,0,19,17,8,2,36,13225,4,4
0,2,0,2,1,2,11,22,2244,4,1
0,8,0,2,2,2,2,38,2821,1,2
0,22,1,17,13,9,1,29,16064,1,1
0,10,1,10,6,7,10,24,4014,3,0
0,14,0,11,10,8,8,51,11631,1,2
0,12,1,5,3,2,1,33,5660,2,2
1,13,0,12,6,11,13,29,11994,1,0
0,13,0,8,7,7,3,46,10845,3,1
0,8,1,5,2,4,2,32,6583,4,4
1,3,1,1,0,0,4,30,2285,3,9
0,26,0,3,2,1,1,40,17861,2,6
0,15,0,4,3,3,2,43,2013,4,2
0,20,1,20,11,7,8,38,2133,4,3
0,21,0,16,12,14,6,26,19392,4,7
1,3,1,3,2,2,7,23,2275,3,1
0,6,0,2,2,2,9,27,2024,4,3
0,33,1,33,9,10,5,51,14026,3,1
0,1,0,1,0,0,3,34,1555,4,0
0,8,0,6,4,2,27,43,4876,4,1
0,6,0,6,5,4,9,43,6180,2,6
0,10,0,5,4,0,6,53,2973,3,9
0,3,1,3,2,2,25,49,2659,2,1
0,17,0,5,2,3,23,36,2571,3,1
1,7,0,4,3,3,9,43,5346,1,6
0,5,0,4,2,2,17,24,4377,4,1
0,7,0,5,4,2,2,30,2089,1,2
0,9,1,4,3,3,1,33,5454,1,5
0,9,0,8,7,1,5,41,6632,2,9
0,25,0,9,7,4,18,59,10512,4,1
0,1,1,1,0,0,16,22,2935,4,1
0,9,0,9,8,8,1,33,4037,1,1
0,6,1,5,3,4,8,25,4907,1,6
1,5,0,5,3,4,24,26,2144,4,4
0,6,0,5,0,4,1,33,6949,2,0
0,5,0,4,2,2,6,26,4898,4,0
0,10,0,10,7,7,7,49,5337,2,1
0,19,0,10,7,8,18,46,4810,3,1
0,6,0,3,2,2,8,32,6232,3,2
0,8,1,8,7,4,2,39,5828,2,1
0,13,1,7,7,7,6,37,5974,3,3
1,8,0,4,2,3,6,34,2960,2,2
0,9,0,4,2,3,1,55,9250,4,4
0,10,0,10,8,3,5,32,6524,2,5
0,4,0,1,0,0,10,31,4978,4,6
0,9,0,5,1,2,2,45,6667,4,5
0,12,1,5,3,2,1,33,5660,2,0
0,5,0,4,2,3,2,38,4011,1,1
0,1,0,1,0,0,16,35,2127,2,1
0,8,0,8,7,3,7,38,6725,3,1
1,25,0,1,0,0,3,39,18265,3,6
0,4,1,2,2,2,1,32,4787,4,9
0,29,0,20,6,17,24,39,16307,3,2
0,23,0,3,2,2,2,55,10976,4,1
0,32,1,32,6,9,22,50,14411,3,1
1,9,0,5,3,4,1,31,2097,2,1
0,6,0,6,2,1,1,47,2837,4,1
0,3,1,3,2,2,6,22,2302,4,1
0,10,0,10,7,9,1,34,8722,3,0
0,10,0,8,7,7,15,36,3660,3,3
1,1,0,1,0,0,13,28,1416,3,1
0,16,1,2,2,2,1,30,6134,4,5
0,8,0,4,2,2,7,54,3537,4,3
0,10,0,9,7,6,9,34,8500,4,0
0,10,0,9,7,2,8,42,6825,3,6
1,4,1,3,2,2,9,31,2321,3,3
0,9,1,9,0,7,2,30,8837,4,0
0,10,0,10,3,4,10,30,6578,3,6
0,11,0,10,8,9,8,30,5775,2,1
0,6,0,5,4,3,2,55,8463,4,4
0,14,0,5,4,4,24,40,4393,4,7
0,10,0,7,7,7,19,34,11159,2,3
1,6,1,5,1,4,20,26,2148,4,0
0,15,0,14,10,10,20,45,2781,3,0
0,4,0,3,2,2,11,50,4999,1,6
0,11,1,10,7,0,21,51,5441,3,0
1,1,1,1,0,0,24,26,2340,3,1
0,28,0,2,0,2,12,50,11836,3,5
0,7,0,3,2,2,9,43,2438,1,4
1,0,0,0,0,0,3,18,1420,3,1
0,1,0,1,0,0,3,30,2083,3,2
0,1,0,1,0,0,3,26,2061,1,1
0,22,0,19,7,16,1,40,16823,1,2
0,32,1,32,6,9,22,50,14411,3,1
0,5,0,5,2,4,1,21,2647,4,1
0,5,0,3,2,2,3,34,2819,2,3
0,4,0,2,2,2,16,27,2811,3,9
1,16,0,11,8,9,5,18,2519,1,1
0,10,1,10,2,2,18,35,5689,3,1
1,11,0,7,0,6,12,35,6384,4,0
0,21,0,20,7,9,19,37,16799,3,0
0,10,1,9,5,8,3,33,4193,1,1
0,6,0,2,2,2,9,51,4031,2,5
0,8,0,6,4,2,13,37,4876,4,1
0,7,1,4,2,2,2,36,3929,1,8
0,11,1,10,7,0,21,51,5441,3,7
0,8,0,3,2,2,5,30,3204,4,3
0,4,1,3,2,2,4,25,2321,3,0
0,17,1,8,7,7,2,51,6385,3,3
0,6,0,2,2,2,28,25,8639,1,2
0,9,1,5,4,0,3,50,9094,3,2
0,8,0,8,1,7,18,36,2153,2,1
0,7,0,7,7,7,5,58,4105,4,5
0,4,0,3,2,2,2,29,3180,4,0
0,16,0,15,13,8,2,48,4440,4,0
0,5,0,3,2,2,1,28,2080,4,2
0,5,1,3,2,2,5,18,3464,2,5
0,25,0,1,0,0,1,48,18265,4,1
0,8,0,8,7,6,14,33,2756,4,1
1,10,0,6,1,5,2,39,16184,2,1
0,6,0,2,2,2,6,35,3212,1,7
0,17,1,2,2,2,16,49,2587,4,4
0,6,0,4,2,2,2,27,2580,4,2
0,9,0,2,2,1,1,34,5484,2,2
0,23,0,3,2,2,28,34,10976,3,3
0,10,0,10,9,8,10,38,9980,1,1
0,21,0,3,2,1,2,27,18300,2,4
0,4,0,4,3,2,1,24,4617,2,1
0,2,0,2,2,2,4,35,2376,4,1
0,10,1,10,9,8,2,43,7847,4,1
0,35,1,10,9,4,26,55,19636,3,4
0,13,0,4,1,2,2,51,5482,4,1
0,8,0,5,2,3,13,32,4403,2,7
1,10,0,10,7,8,26,45,8789,1,7
0,10,0,9,7,8,6,41,9738,1,0
0,5,0,4,2,1,3,27,2045,1,2
0,1,1,1,1,0,16,26,1859,3,1
0,10,0,10,9,2,5,30,6118,4,5
1,5,0,3,2,2,1,28,2909,1,8
0,16,0,15,1,9,1,34,9725,2,0
1,10,1,10,2,7,16,32,3919,2,3
0,10,0,10,8,7,24,32,5309,1,1
0,6,0,3,2,2,8,34,6500,3,5
0,10,1,10,7,9,4,32,11849,1,1
0,4,0,4,3,1,1,35,2977,3,1
0,9,0,7,7,1,10,33,4682,2,3
0,2,0,2,2,2,10,43,2323,1,3
0,15,1,1,0,0,2,36,6962,4,2
0,10,0,2,0,2,1,27,5033,4,2
0,7,0,7,7,7,1,26,4294,3,1
0,17,1,8,7,7,2,51,6385,3,3
0,24,0,22,6,17,8,49,10248,1,0
0,0,0,0,0,0,1,18,1611,4,1
0,8,0,8,7,7,6,27,9355,2,5
0,21,1,21,7,7,6,40,16437,3,1
0,17,0,13,7,7,6,42,4502,4,9
0,30,0,15,7,12,2,53,7525,3,4
0,19,0,10,0,7,8,37,4071,3,2
1,32,0,5,4,3,19,25,17399,3,9
0,10,0,10,8,8,6,29,3131,2,1
0,19,0,10,7,9,1,26,5562,4,6
0,8,0,4,3,1,3,37,4107,4,0
0,14,0,4,2,2,2,51,10596,2,2
0,23,1,22,14,5,4,41,10447,3,5
1,21,0,18,7,5,2,39,12169,1,7
0,7,0,7,7,7,5,21,4066,4,1
0,9,0,4,2,3,19,41,17924,1,1
0,10,0,9,3,7,4,23,4103,3,5
0,10,1,8,7,0,16,35,7632,4,0
0,11,0,5,4,2,2,30,6091,3,1
